Miller Range 090279,54225,Valid,L5,57.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090280,55912,Valid,L6,85.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090281,55913,Valid,CM2,19.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090282,53411,Valid,L6,43.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090283,55914,Valid,CM2,6.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090284,55915,Valid,L5,60.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090285,55916,Valid,L5,131.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090286,55917,Valid,LL5,105.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090288,55918,Valid,CM1/2,17.399999999999999,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090289,55919,Valid,L5,83.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090290,54962,Valid,L5,85.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090291,55920,Valid,Diogenite,94.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090292,55921,Valid,CR1,8.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090293,55922,Valid,CO3,7.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090294,55923,Valid,CK5,10,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090295,54963,Valid,L5,6.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090296,54964,Valid,H6,13.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090297,54965,Valid,L5,16.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090298,54966,Valid,L5,11.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090299,54967,Valid,L6,21,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090300,53412,Valid,EH4,2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090301,53413,Valid,CO3,1.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090302,53414,Valid,L6,7.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090303,53415,Valid,L5,2.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090304,53416,Valid,L6,3.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090305,53417,Valid,LL6,1.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090306,53418,Valid,L6,0.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090307,53419,Valid,L6,1.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090308,53420,Valid,CO3,1.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090309,53421,Valid,L6,2.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090310,53422,Valid,L6,6.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090311,53423,Valid,LL5,10,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090312,53424,Valid,L6,3.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090313,53425,Valid,L6,3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090314,53426,Valid,L6,6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090315,53427,Valid,L5,13.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090316,53428,Valid,L5,8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090317,53429,Valid,L6,14.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090318,53430,Valid,L6,7.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090319,53431,Valid,L6,10.199999999999999,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090320,53432,Valid,EL6,3.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090321,53433,Valid,LL6,0.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090322,53434,Valid,L6,4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090323,53435,Valid,H6,3.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090324,53436,Valid,L6,1.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090325,53437,Valid,L5,2.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090326,53438,Valid,L6,1.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090327,53439,Valid,CO3,4.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090328,53440,Valid,L5,5.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090329,53441,Valid,L6,2.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090330,53442,Valid,L-imp melt,2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090331,53443,Valid,L6,3.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090332,53444,Valid,L6,2.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090333,53445,Valid,L6,1.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090334,53446,Valid,L6,3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090335,54226,Valid,LL5,4.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090336,53447,Valid,LL6,2.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090337,53448,Valid,L6,8.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090338,53449,Valid,LL6,0.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090339,53450,Valid,L5,6.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090340,53451,Valid,Achondrite-ung,4.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090341,53452,Valid,LL6,0.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090342,54227,Valid,CO3,2.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090343,53453,Valid,CO3,0.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090344,53454,Valid,H6,2.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090345,53455,Valid,H6,1.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090346,53456,Valid,CO3,2.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090347,53457,Valid,L6,8.199999999999999,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090348,53458,Valid,L5,1.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090349,53459,Valid,LL6,1.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090350,53460,Valid,L6,0.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090351,53461,Valid,CO3,1.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090352,53462,Valid,L6,6.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090353,53463,Valid,L6,3.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090354,54228,Valid,CV3,0.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090355,53464,Valid,L6,2.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090356,53465,Valid,Achondrite-ung,3.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090357,53466,Valid,L6,1.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090358,53467,Valid,LL6,2.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090359,53468,Valid,L6,1.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090360,54229,Valid,L6,2.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090361,54230,Valid,LL6,7.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090362,54231,Valid,L6,2.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090363,54232,Valid,H6,2.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090364,54233,Valid,H5,6.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090365,54234,Valid,L6,3.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090366,54235,Valid,L6,2.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090367,54236,Valid,L6,9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090368,54237,Valid,L5,6.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090369,54238,Valid,CO3,1.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090370,54239,Valid,L6,0.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090371,54240,Valid,L6,0.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090372,54241,Valid,LL5,0.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090373,54242,Valid,L6,0.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090374,54243,Valid,L6,1.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090375,54244,Valid,L6,1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090376,54245,Valid,H6,1.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090377,54246,Valid,L6,4.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090378,54247,Valid,L6,1.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090379,54248,Valid,L5,2.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090380,54249,Valid,LL5,1.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090381,54250,Valid,L5,4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090382,54251,Valid,H5,1.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090383,54252,Valid,L5,1.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090384,54253,Valid,L6,2.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090385,54254,Valid,H6,3.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090386,54255,Valid,H6,4.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090387,54256,Valid,L6,1.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090388,54257,Valid,L6,1.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090389,54258,Valid,L6,2.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090390,54259,Valid,LL6,18.600000000000001,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090391,54260,Valid,LL6,11.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090392,54261,Valid,CO3,8.300000000000001,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090393,54262,Valid,L5,1.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090394,54263,Valid,L6,0.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090395,54264,Valid,LL6,2.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090396,54265,Valid,L6,1.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090397,54266,Valid,L6,0.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090398,54267,Valid,L6,1.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090399,54268,Valid,L6,1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090400,54968,Valid,L6,57.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090401,54969,Valid,L5,92.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090402,54970,Valid,L6,85.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090403,54971,Valid,L5,68.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090404,54972,Valid,L5,98,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090405,55924,Valid,Achondrite-ung,58.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090407,54973,Valid,L6,52,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090408,54974,Valid,L6,31.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090409,54975,Valid,L5,50.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090410,55925,Valid,L6,43.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090411,55926,Valid,L6,67.599999999999994,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090412,55927,Valid,LL5,33.299999999999997,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090413,55928,Valid,LL6,55,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090414,55929,Valid,L6,79.900000000000006,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090415,55930,Valid,L6,58.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090416,55931,Valid,L4,35.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090417,55932,Valid,L6,8.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090418,55933,Valid,L6,6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090419,55934,Valid,L6,29.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090420,54269,Valid,L6,0.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090421,54270,Valid,LL5,1.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090422,54271,Valid,L6,0.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090423,54272,Valid,L5,1.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090424,54273,Valid,LL6,1.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090425,54274,Valid,L6,0.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090426,54275,Valid,L6,1.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090427,54276,Valid,CO3,2.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090428,54277,Valid,CO3,2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090429,54278,Valid,L6,1.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090430,54279,Valid,LL6,10.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090431,54280,Valid,H5,1.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090432,54281,Valid,L5,3.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090433,54282,Valid,L5,5.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090434,54283,Valid,LL6,4.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090435,54284,Valid,H6,7.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090436,54285,Valid,L6,3.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090437,54286,Valid,CO3,4.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090438,54287,Valid,H6,7.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090439,54288,Valid,CO3,2.5,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090440,54289,Valid,CM1/2,0.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090441,54976,Valid,EL6,15.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090442,54290,Valid,L5,21.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090443,54291,Valid,CM2,7.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090444,54292,Valid,CV3,1.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090445,54293,Valid,L5,1.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090446,54294,Valid,CO3,8.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090447,54295,Valid,L5,19.600000000000001,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090448,54296,Valid,L6,5.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090449,54297,Valid,LL6,25.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090450,54977,Valid,LL6,98.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090451,55935,Valid,CO3,38.700000000000003,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090452,54978,Valid,LL6,46.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090453,55936,Valid,CO3,33.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090454,55937,Valid,CO3,43,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090455,54979,Valid,LL6,82.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090456,54980,Valid,LL6,38.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090457,55938,Valid,CO3,32.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090458,55939,Valid,H5,81,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090459,55940,Valid,CO3,30.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090460,54981,Valid,LL6,25.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090461,55941,Valid,CO3,14,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090462,55942,Valid,CO3,9.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090463,55943,Valid,CO3,26.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090464,55944,Valid,CO3,25.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090465,55945,Valid,CO3,8.800000000000001,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090466,55946,Valid,CO3,14.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090467,55947,Valid,CO3,10.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090468,55948,Valid,CO3,13.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090469,55949,Valid,CO3,7.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090470,55950,Valid,CO3,21.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090471,54982,Valid,LL5,14.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090472,54983,Valid,LL5,25.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090473,55951,Valid,CO3,31.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090474,55952,Valid,CO3,20,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090475,54984,Valid,LL6,20,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090476,54985,Valid,L5,25.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090477,54986,Valid,LL6,25.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090478,55953,Valid,CO3,0,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090479,54987,Valid,LL6,9.199999999999999,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090480,53469,Valid,CO3,65.400000000000006,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090481,53470,Valid,LL6,2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090482,53471,Valid,CO3,3.4,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090483,54298,Valid,CO3,15.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090484,53472,Valid,LL6,15.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090485,53473,Valid,CO3,4.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090486,54299,Valid,CO3,5.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090487,54300,Valid,CM1/2,2.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090488,54301,Valid,CO3,2.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090489,53474,Valid,CM1/2,1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090490,54988,Valid,H6,1.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090491,54989,Valid,H6,1.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090492,54990,Valid,LL6,2.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090493,54991,Valid,L5,3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090494,54992,Valid,L6,1.9,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090495,54993,Valid,L6,1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090496,54994,Valid,H6,1.3,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090497,54995,Valid,H5,0.6,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090498,54996,Valid,LL5,0.7,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090499,54997,Valid,H6,2.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090500,54998,Valid,H6,0.8,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090501,54999,Valid,H6,3.2,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
Miller Range 090502,55000,Valid,H5,3.1,Found,01/01/2009 12:00:00 AM,0.000000,0.000000,None
